Name,Role,Company,Rating,Reviews,Price,Country,Bio,Skills,Top Mentor,Quick Responder,Spots Left,url
Bianca Trif,Engineering Manager,Monzo Bank,5,1,150,United Kingdom,Engineering Manager...,"JavaScript, React, HTML, CSS, Web Development, Computer Science",No,Yes,,https://mentorcruise.com/mentor/BiancaTrif/?queryID=320aa124c1749a84157922b34a83002c&source=search
Alisa Reznik🇩🇪,Head of Operations & Delivery,,5,1,270,Germany,Looking for a mentor who has been in your shoes and can help you navigate the rapidly changing IT world? Whether you're looking for help with leadersh...,"Leadership, Team Management, Career Growth, Communication, Personal Branding, Cv Review",No,Yes,,https://mentorcruise.com/mentor/alisareznik/?queryID=320aa124c1749a84157922b34a83002c&source=search
Salvador Navarrete🇪🇸,Senior Software Engineer,Pactly,5,1,120,Spain,"Hola, my name is Salvador, and I am an entrepreneurial, full-stack software engineer. My entire career has developed in early stage startups and I hav...","JavaScript, Ui, Ux, Kubernetes, Node.Js, Cloud Computing",No,Yes,,https://mentorcruise.com/mentor/SalvadorNavarrete/?queryID=320aa124c1749a84157922b34a83002c&source=search
Olivia Ifrim,Senior Staff Software Engineer,Personio,5,1,360,United Kingdom,"Hi! I'm Olivia, a Senior Staff Software Engineer with over 10 years of experience in the software industry 👋 I built my career from the ground up wit...","Interviews, Career, Algorithms, Data Structures, Backend Services, Promotions",No,Yes,,https://mentorcruise.com/mentor/OliviaIfrim/?queryID=320aa124c1749a84157922b34a83002c&source=search
Lior Lieberman,Site Reliability Engineer | UK Global Talent,Google,5,1,300,United Kingdom,"Hey! I'm Lior, and I'm here to help with different areas in the tech landscape. Here are some Key Points about me: 👉 I specialize in Kubernetes and C...","Open Source, Career Growth, Kubernetes, DevOps, Cloud, System Design",No,Yes,,https://mentorcruise.com/mentor/liorlieberman/?queryID=320aa124c1749a84157922b34a83002c&source=search
Richard Ball🇿🇦,Principal Data Scientist,,5,6,450,South Africa,"Richard Ball is a seasoned data scientist based in Cape Town, South Africa, currently serving as Principal Data Scientist at Kinetic. He holds a PhD i...","Python, SQL, Machine Learning, Data Science, Artificial Intelligence, Business Intelligence",No,Yes,,https://mentorcruise.com/mentor/RichardBall/?queryID=320aa124c1749a84157922b34a83002c&source=search
Zeeshan Ahmed🇸🇦,Full Stack Web Developer,Self-employed,4,3,95,Saudi Arabia,I am a Full Stack Web Developer of 8+ years hands-on industry experience along with 3 years of Mentorship experience with Udacity. You can expect me t...,"Python, JavaScript, HTML, CSS, Java, SQL",No,Yes,,https://mentorcruise.com/mentor/ZeeshanAhmed/?queryID=04178a7f3ea4d0be103c010b1878b6b3&source=search
Gianmarco D'Emilia🇮🇹,Design Director,Hotjar,0,0,50,Italy,"With over 20 years of experience in the design industry, I had the opportunity to help companies around the world in launching digital products and bu...","Leadership, Management, UX Design, Workshopping, Stakeholder Management, Design Thinking",No,Yes,,https://mentorcruise.com/mentor/gianmarcodemilia/?queryID=04178a7f3ea4d0be103c010b1878b6b3&source=search
Jamie Law,Product Design Lead,PlayerData,0,0,60,United Kingdom,"I'm a product designer based in the UK with over a decades worth of experience working for large tech companies, startups and agencies. Coming from an...","Product Design, Portfolio Review, CV Review, Career Coaching, UX/UI Design, Team Management",No,Yes,,https://mentorcruise.com/mentor/jamielaw/?queryID=04178a7f3ea4d0be103c010b1878b6b3&source=search
Adam Oskwarek,Founder,Zopeful Climate,0,0,150,United Kingdom,"Currently running a climatetech startup focused on climate science and carbon removal, having built a cross-functional, remote-first team to develop a...","Product, Marketing, Startups, Operations, Strategy, Growth",No,Yes,,https://mentorcruise.com/mentor/adamoskwarek/?queryID=04178a7f3ea4d0be103c010b1878b6b3&source=search
Alberto Venditti,Interactive Director & Product Strategist,UNIT9,0,0,150,United Kingdom,Hello! I'm an interactive director and product strategist working with cutting edge trend-tech and breath-taking startups. My background is in Psychol...,"UX Design, VR, AR, MR, Spatial Computing, Creative Direction",No,Yes,,https://mentorcruise.com/mentor/albertovenditti/?queryID=04178a7f3ea4d0be103c010b1878b6b3&source=search
Dariia Drobotko🇺🇦,Senior Javascript developer / Team Lead,Capgemini,0,0,0,Ukraine,"Many times I was confused when started to be a developer, especially being a woman in this profession, so now when I have more than 10 years of workin...","JavaScript, Software Development, Web Development, Technical Interviews, Women In Tech, Code Review",No,Yes,,https://mentorcruise.com/mentor/dariiadrobotko/?queryID=04178a7f3ea4d0be103c010b1878b6b3&source=search
ILKE KARABOGALI🇹🇷,Co-founder,7-Fit Framework Towards Product-Market Fit,0,0,360,Türkiye,"---Mentorship in European Hours--- I call myself ""an organized self-starter and motivated entrepreneur"". Although I wore multiple hats, I have always ...","Startup, Product-Market Fit, Marketing, Growth Marketing, Business Strategy, Business Growth",No,Yes,,https://mentorcruise.com/mentor/ilkekarabogali/?queryID=04178a7f3ea4d0be103c010b1878b6b3&source=search
Teresa Comi🇪🇸,"Senior Product Manager, Business Designer & Founder",www.teresacomi.com,0,0,180,Spain,Hey there! I am a Senior Product Manager and Business Designer guiding companies and entrepreneurs to create products that really connect with custome...,"Product Management, Design Thinking, Product Strategy, User Research, Prototyping, Validation",No,Yes,,https://mentorcruise.com/mentor/teresacomi/?queryID=04178a7f3ea4d0be103c010b1878b6b3&source=search
Bruno Andrade🇵🇹,SRE | DevOps | Platform | Infrastructure | Architecture | Management,"Ex Hopin, BinaryEdge and Talkdesk",0,0,50,Portugal,"With 10+ years of experience in the tech industry, I have a strong background in SaaS, Cloud, and various engineering fields, including DevOps culture...","Leadership, Management, DevOps, SRE, Platform, Architecture",No,Yes,,https://mentorcruise.com/mentor/brunoandrade/?queryID=04178a7f3ea4d0be103c010b1878b6b3&source=search
Jess Jeetley MBE,Founder CEO,,0,0,320,United Kingdom,"Hi, I'm Jess! I'm a 4 x Founder with two successful exits through acquisition. I'm also a Board Advisor, a Non-Executive Director, and an Angel Invest...","Agile Methodologies, People Management, Fundraising, Entrepreneurship, Artificial Intelligence, Ai Strategy",No,Yes,,https://mentorcruise.com/mentor/jessjeetley/?queryID=04178a7f3ea4d0be103c010b1878b6b3&source=search
Richard Palmer,Frontend Engineer & Engineering Mananger,Freelance. Previously TransferWise,0,0,180,United Kingdom,"Hey friend ☺ I'm Richard, a frontend engineer with 10 years experience, leading teams and mentoring colleagues for as long as I can remember. Most rec...","JavaScript, Typescript, Node, Frontend, Software Development, Software Engineering",No,Yes,,https://mentorcruise.com/mentor/richardpalmer/?queryID=04178a7f3ea4d0be103c010b1878b6b3&source=search
Vlad Gheorghe🇩🇪,Senior Data Engineer,Delivery Hero,0,0,120,Germany,Transform Your Tech Career with a Self-Made Senior Data Engineer 🚀 I went from social sciences grad to senior data engineer in just 4 years. I'll sho...,"Python, Sql, Presentation Skills, Communication, Career, Learning",No,Yes,,https://mentorcruise.com/mentor/vladgheorghe/?queryID=04178a7f3ea4d0be103c010b1878b6b3&source=search
Isaac Kargar🇫🇮,Co-Founder and CIO,Resoniks,0,0,120,Finland,"As a Co-founder and CIO at Resoniks, I bring over nine years of experience as a machine learning and robotics engineer to the table. I am passionate a...","Machine Learning, Data Science, Data Engineering, MLops, Artificial Intelligence, Deep Learning",No,Yes,,https://mentorcruise.com/mentor/isaackargar/?queryID=c2875d5c9dab27cb2ffeb85bb8870a94&source=search
Ed Jackson,"Executive Coach & Consultant, ex-Amazon, ex-Microsoft, ex-Cisco",,0,0,160,United Kingdom,"I offer career coaching, mentoring, job interview preparation, mock interviews, and résumé reviews. I can help to improve your communication skills, b...","Interview Coaching, Career Coaching, Sales, Coaching, Communication, Communication Skills",No,Yes,,https://mentorcruise.com/mentor/edjackson/?queryID=c2875d5c9dab27cb2ffeb85bb8870a94&source=search
Mirela Ignat🇷🇴,UX Manager |  NN/g UXC | Storyteller,Modus Create,0,0,350,Romania,"I support companies on their journey of building value while shaping the next generation of designers with the help of well established processes, men...","#Userexperience, #Storytelling, Userinterface, Clientinteraction, Presentation, experienceDesign",No,Yes,,https://mentorcruise.com/mentor/MirelaIgnat/?queryID=c2875d5c9dab27cb2ffeb85bb8870a94&source=search
Giles Rollestone,Fractional Product and Design Innovation SME,,0,0,120,United Kingdom,"Hello! Are you looking to grow your PM, product innovation and UX career? Are you a PM or product designer needing to grow your product management, UX...","Leadership Development, Career Development, Career Coaching, UX Strategy, UX/UI Design, Interview Preparation",No,Yes,,https://mentorcruise.com/mentor/gilesrollestone/?queryID=c2875d5c9dab27cb2ffeb85bb8870a94&source=search
Silvina Couto,"Design Lead - Senior Consultant, Ex Visa",Accenture Next Gen Engineering,0,0,100,United Kingdom,"I'm a designer with a background in Fine Arts, Human-Computer Interaction and Business Administration. Seasoned in user experience, service design and...","User Experience, Strategy, Innovation, Product Design, Service Design, Research",No,Yes,,https://mentorcruise.com/mentor/silvinacouto/?queryID=c2875d5c9dab27cb2ffeb85bb8870a94&source=search
Darya Luganskaya,Product Designer,WeTransfer,0,0,350,United Kingdom,"Product designer with 5+ years of experience. Currently at WeTransfer, previously Intercom, Revolut and Yandex. I switched to design from journalism w...","Product Design, Product Strategy, UX Design, UI Design, Design, Design Thinking",No,Yes,,https://mentorcruise.com/mentor/daryaluganskayaEZ/?queryID=c2875d5c9dab27cb2ffeb85bb8870a94&source=search
Oliver Voros,Founder and Senior Web Developer,BrainZucker,0,0,240,United Kingdom,"Hello! I’m a Full-Stack Web Developer and I have been developing complex, highly-scalable web applications for more than twelve years. Either you are ...","PHP, Laravel, JavaScript, React, Git, API",No,Yes,,https://mentorcruise.com/mentor/olivervoros/?queryID=c2875d5c9dab27cb2ffeb85bb8870a94&source=search
Vasilis Baimas,UX Consultant,,0,0,220,Greece,"✨✌️✨ Hey there. I'm Vasilis, UX Consultant & Mentor. I'm passionate about building empathy, solving problems through user-centered design thinking, an...","UX Design, UI Design, User Experience, User Interface, Visual Design, Design Thinking",No,Yes,,https://mentorcruise.com/mentor/vasilisbaimas/?queryID=c2875d5c9dab27cb2ffeb85bb8870a94&source=search
Tom Kozacinski,Lead Product Designer / Freelance Career Coach,Meridian Collective LTD,0,0,340,United Kingdom,"Hello, I’m Tom Kozacinski, and I’ve been working in the design and digital product development field for nearly two decades. It all actually started w...","Public Speaking, Product Design, UX Design, Team Leadership, Freelancing, Career Transition",No,Yes,,https://mentorcruise.com/mentor/tomkozacinski/?queryID=c2875d5c9dab27cb2ffeb85bb8870a94&source=search
Laurent Thiery🇫🇷,CTO France,Craftview,0,0,350,France,Hi everyone! Software Engineering leader with 20+ years of experience leading and scaling highly effective software engineering teams and organization...,"Scaling Teams, Building Teams, Career Growth, Conflict Resolution, Software Engineering, Engineering Management",No,Yes,,https://mentorcruise.com/mentor/laurentthiery/?queryID=c2875d5c9dab27cb2ffeb85bb8870a94&source=search
Fernando Saravia,Senior Software Engineer,Kula,0,0,350,United Kingdom,"Worked for 6+ years in fintech, then moved on to startups where I have been the last past 2-3 years. I really enjoy coding in Python and working with ...","Software, Software Development, Tech, Technical Interviews, Technology, Software Architecture",No,Yes,,https://mentorcruise.com/mentor/fernandosaravia/?queryID=c2875d5c9dab27cb2ffeb85bb8870a94&source=search
Simone Casciaroli,Head of Engineering,Onto,0,0,300,United Kingdom,Simone Casciaroli is a technical leader specialising in enabling team to work autonomously and ship value to users incrementally and continuously. Sim...,"Leadership, Management, Software Architecture, Motivation, Platform, Career Growth",No,Yes,,https://mentorcruise.com/mentor/simonecasciaroli/?queryID=c2875d5c9dab27cb2ffeb85bb8870a94&source=search
Yousef Amar,CTO,Artanis Ltd,0,0,350,United Kingdom,"I'm a tech entrepreneur with a networks PhD. I specialise in early-stage startups; taking tech products from 0 to launch, and the process of iterating...","Web Development, Mobile Development, Networks, Computer Vision, Backend, Frontend",No,Yes,,https://mentorcruise.com/mentor/yousefamar/?queryID=eeb5b281c7f066618f42314f1188d0bd&source=search
Kanchan Chanana🇨🇭,"Innovation, Cost, Growth, Sustainability, Inclusion",Fortune 100,0,0,350,Switzerland,"Thank you for visiting me at MentorCruise. I love solving problems, difficult situations and finding answers in ambiguity. If you are looking for some...","Strategy Definition, Framework Definition, Creative Problem Solving, Impact & Metrics Definition, Operating Model Definition, Problem Statement Or Hypothesis Definition",No,Yes,,https://mentorcruise.com/mentor/kanchanchanana/?queryID=eeb5b281c7f066618f42314f1188d0bd&source=search
Pascal Alich🇩🇪,Principle Software Architect & Co-Founder,Resourcify GmbH,0,0,240,Germany,Startup founder with a Software Engineering and consulting background. Experience in the whole software development lifecycle including product manage...,"Startup, Investing, Leadership, Software Engineering, Requirements Engineering, Software Craftsmanship",No,Yes,,https://mentorcruise.com/mentor/pascalalich/?queryID=eeb5b281c7f066618f42314f1188d0bd&source=search
Étienne Garbugli🇮🇹,Coach @ Lean B2B,Lean B2B,0,0,240,Italy,"Étienne works at the intersection of tech, product design, and marketing. He’s a three-time startup founder (Highlights, Flagback, and HireVoice), a f...","B2B, Innovation, Lean Startup, Customer Development, Customer Research, Growth",No,Yes,,https://mentorcruise.com/mentor/tiennegarbugli/?queryID=eeb5b281c7f066618f42314f1188d0bd&source=search
Philo Hermans🇳🇱,Founder,Unlock,0,0,180,Netherlands,I am deeply passionate about technology and helping others excel in their lives. I firmly believe that happy people and servant leadership is the key ...,"Development, Programming, Personal Development, Team Management, Nlp, Coaching",No,Yes,,https://mentorcruise.com/mentor/philohermans/?queryID=eeb5b281c7f066618f42314f1188d0bd&source=search
Nik Peric🇨🇭,CTO,bont,0,0,320,Switzerland,"Hey there, I'm Nik. I am a seasoned software lead with over 10 years of experience leading and rescuing troubled projects. I specialize in secure infr...","Engineering Management, Data Engineering, AI, AWS, Software Architecture, DevOps",No,Yes,,https://mentorcruise.com/mentor/nikperic/?queryID=eeb5b281c7f066618f42314f1188d0bd&source=search
Romain Eude🇳🇱,"Entrepreneurial Technologist: 3xCTO, 1xCEO, 1xExit",,0,0,240,Netherlands,"I'm Romain, co-founder and CTO of Fit Collective. Here's what I bring to the table as your mentor: - Revolutionizing Industries with Tech & AI: At Fit...","Startups, Entrepreneurship, SaaS, Fundraising, B2B, CTO",No,Yes,,https://mentorcruise.com/mentor/romaineude/?queryID=eeb5b281c7f066618f42314f1188d0bd&source=search
Stratis Valachis,Heading Product Design & Research,Gousto I Ex-Vogue,0,0,360,United Kingdom,"Hi, I'm Stratis 👋 I’m a Product Design Leader with 14 years of experience in both individual contributor and managerial roles. Currently, I'm heading...","Product Strategy, Product Design, Product Management, UX Research, People Management, Stakeholder Management",No,Yes,,https://mentorcruise.com/mentor/stratisvalachis/?queryID=eeb5b281c7f066618f42314f1188d0bd&source=search
Daniil Mazepin,Senior Engineering Manager,Teya,0,0,360,United Kingdom,"Senior Software Engineering Manager / Head of Engineering with over 13 years of experience at companies of varying sizes and stages of maturity, rangi...","Software Engineering, Engineering Management, Leadership, Backend, Mobile, Career",No,Yes,,https://mentorcruise.com/mentor/daniilmazepin/?queryID=eeb5b281c7f066618f42314f1188d0bd&source=search
Oliver Lamb,Venture Capital Partner,Oskare Capital,0,0,350,United Kingdom,"A Venture Capital Partner and sometimes Angel Investor. Background in Finance, Startups and Consultancy. Love discussing interesting ideas. Looking to...","Venture Capital, Investing, Angel Investing, Investment, Startups, Entrepreneurship",No,Yes,,https://mentorcruise.com/mentor/oliverlamb/?queryID=eeb5b281c7f066618f42314f1188d0bd&source=search
Cristina Purcar🇵🇹,Talent Acquisition Leader / Career Coach,,0,0,300,Portugal,"I have over a decade of experience in the tech industry, as a self taught systems engineer who pivoted to the talent acquisition world. This career tr...","Career Coaching, Career Development, Career Change, Start Up, Copywriting",No,Yes,,https://mentorcruise.com/mentor/cristinapurcar/?queryID=eeb5b281c7f066618f42314f1188d0bd&source=search
Kareem Abdelsalam,Senior Analytics Engineer,Deliveroo,0,0,150,United Kingdom,"Analytics Engineer with professional hands-on experience with multiple major Cloud Data Warehouse technologies (Snowflake, Google Bigquery, Amazon Red...","SQL, Data Engineering, Data Analytics, Python",No,Yes,,https://mentorcruise.com/mentor/kareemabdelsalam/?queryID=eeb5b281c7f066618f42314f1188d0bd&source=search
Shantanu Kumar🇪🇪,Founder and Senior Software Engineer,"Vesume.net (Ex Veriff, YC funded)",0,0,240,Estonia,"A software engineer turned SaaS startup founder. Over the last seven years I've worked in Europe and across India is various startups, mainly in capac...","Start Up, MVP, Software Engineer, Founder, React, Next.js",No,Yes,,https://mentorcruise.com/mentor/shantanukumar/?queryID=9e2aadd8833fce85d96298e1a399cb38&source=search
Pierpaolo Zollo,Fractional CMO / CRO / CCO,,0,0,360,United Kingdom,"I am a Fractional CMO, CCO, CRO and Regional MD with international experience. I have operated within leading global VC, PE, and listed companies (bot...","Go To Market, Sales, Marketing, Fundraising, Marketing Strategy, Business Strategy",No,Yes,,https://mentorcruise.com/mentor/pierpaolozollo/?queryID=9e2aadd8833fce85d96298e1a399cb38&source=search
James Rees,Executive Coach,Hooper-Rees,0,0,360,United Kingdom,I am a Leadership Coach working Founders and their teams to support the growth of their business by helping them identify how to be the most effective...,"Team Leadership, Leadership, Coaching",No,Yes,,https://mentorcruise.com/mentor/jamesrees/?queryID=9e2aadd8833fce85d96298e1a399cb38&source=search
Ginevra Mambretti🇮🇹,Senior product marketing manager,Square,0,0,200,Italy,"Multi award-winning Senior Product marketing manager with an all-tech background across EMEA, NA and APAC. Ginevra has built PMM teams from the ground...","Product Marketing, Go-to-market, SaaS, eCommerce, FinTech, Cybersecurity",No,Yes,,https://mentorcruise.com/mentor/ginevramambretti/?queryID=9e2aadd8833fce85d96298e1a399cb38&source=search
Ivo Guerrini🇳🇱,Helping young entrepreneurs to be successful,Self employed,0,0,300,Netherlands,I have extensive experience in leading teams in the software industry. My main areas of experience: Provide focus to teams and achieve superior result...,"Leadership&Execution, Business Development, Project Management, Entrepreneurship, Business Operations, Angel Investing",No,Yes,,https://mentorcruise.com/mentor/ivoguerrini/?queryID=9e2aadd8833fce85d96298e1a399cb38&source=search
Hyojin Yang🇸🇪,Principal UX Designer,King,0,0,240,Sweden,"I’m a Principal UX Designer with over 10 years+ of experience leading user-centered design and strategy in complex, high-impact environments. Currentl...","UX Research, E-commerce, B2C, B2E, Design Strategy, UX Design",No,Yes,,https://mentorcruise.com/mentor/hyojinyang/?queryID=9e2aadd8833fce85d96298e1a399cb38&source=search
Dastan Shukanayev,Founder/CEO,Safuaro,0,0,360,United Kingdom,"As an adaptable leader, I bring a proven track record of driving strategic growth and transformation across diverse industries. I specialise in leadin...","Strategic Leadership & Global Perspective, Digital Transformation, Product Strategy & Innovation, Emerging Technologies, Data-Driven Decision Making, Stakeholder Engagement & Negotiation Expertise",No,Yes,,https://mentorcruise.com/mentor/dastanshukanayev/?queryID=9e2aadd8833fce85d96298e1a399cb38&source=search
sandeep mehta,"Senior Staff Data, Engineering and AI",,0,0,360,United Kingdom,"As a seasoned Data Platforms and Engineering Leader, I offer mentorship to VPs, Directors of Data, CDOs, and Senior Staff looking to enhance their tec...","Data Engineering, Data, Data Mesh, Data Governance, Data Platform Strategy And Architetcure, Data And Ai Strategy",No,Yes,,https://mentorcruise.com/mentor/sandeepmehta/?queryID=9e2aadd8833fce85d96298e1a399cb38&source=search
Andy Budd,"Investor, advisor and coach",,0,0,360,United Kingdom,"Andy Budd is a Designer turned Investor, Advisor and Coach. Andy recently became a Venture Partner at Seedcamp—one of the most successful and best kno...","Fundraising, Go To Market, Growth Strategy, Product-Market Fit, Product-Led Growth, Venture Capital",No,Yes,,https://mentorcruise.com/mentor/andybudd/?queryID=9e2aadd8833fce85d96298e1a399cb38&source=search
Pascal Rodriguez🇨🇭,Engineering Director,Visium,0,0,240,Switzerland,"I am a dynamic software engineering leader with over ten years of experience in building and leading exceptional teams. Specializing in resilient, sca...","Engineering Management, Engineering Leadership, AI, Generative AI, Software Architecture",No,Yes,,https://mentorcruise.com/mentor/pascalrodriguez/?queryID=9e2aadd8833fce85d96298e1a399cb38&source=search
Nick Falkowski,Co-Founder / CPO,Meaningful Planet,0,0,240,United Kingdom,"Hi I'm Nick, I have deep experience in Product Management and Leadership across many different organisations - and from that I know how lonely it can ...","Agile Methodologies, Career Development, Conversion Rate Optimisation, People Management, Emotional Intelligence, Experimentation Process",No,Yes,,https://mentorcruise.com/mentor/nickfalkowski/?queryID=9e2aadd8833fce85d96298e1a399cb38&source=search
Jude Kisang Asongwe,"Computer Scientist, Data Scientist and Web Developer",NUSTART Community Enterprise,0,0,360,United Kingdom,"Hello, my name is Jude Asongwe and I have over 10 years experience in mentorship, entrepreneurship, education, teaching, research and development. I h...","Data Analysis, Project Management, Data Science & Analytics, Entrepreneurship, Project Management",No,Yes,,https://mentorcruise.com/mentor/judekisang-asongwe/?queryID=9e2aadd8833fce85d96298e1a399cb38&source=search
Olia Volha🇩🇪,Work & Life Coach for creatives,Career Foundry,0,0,90,Germany,"Hey ˘͈ᵕ˘͈ My career journey has been anything but linear. I began as a visual designer and gradually evolved into UX/UI and branding, working across t...","Career Development, Creativity, Emotional Intelligence, Experimentation Process, Product Design, Coaching",No,Yes,,https://mentorcruise.com/mentor/oliavolha/?queryID=eca375cb7f5136ac0b291a6e3e1f5b1d&source=search
Petra Smith,CEO,Squirrels&Bears,0,0,360,United Kingdom,"I am the Founder and CEO of Squirrels&Bears, a London-based award-winning marketing, PR and design agency helping businesses to look and grow bigger. ...","B2B, B2C, Marketing, Digital Marketing, Marketing Strategy, Content Marketing",No,Yes,,https://mentorcruise.com/mentor/petrasmith/?queryID=eca375cb7f5136ac0b291a6e3e1f5b1d&source=search
Rina K.🇺🇸,Product Designer,Meta,5,22,160,United States of America,"👋 Hi there! I’m Rina, a Product Designer at Meta. Previously, I was a UX designer working on Alexa at Amazon working on communications, device onboar...","UX Design, UI Design, Architecture, Visual Design, Interaction Design, Interview",No,Yes,,https://mentorcruise.com/mentor/rinakang/?queryID=eca375cb7f5136ac0b291a6e3e1f5b1d&source=search
Ayan Sengupta🇯🇵,CTO,MyImmune,5,18,150,Japan,"Ayan Sengupta is the Co-founder and Chief Technology Officer (CTO) of MyImmune, a disruptive company leveraging Artificial Intelligence to revolutioni...","Machine Learning, Deep Learning, Reinforcement Learning, Keras, TensorFlow, Natural Language Processing",No,Yes,,https://mentorcruise.com/mentor/ayansengupta/?queryID=eca375cb7f5136ac0b291a6e3e1f5b1d&source=search
Yan Shi🇺🇸,Software Engineering Manager,Meta,5,1,100,United States of America,I am currently an engineering manager at Meta. I have worked in both big companies and startups in the past 13+ years and have diversified experience ...,"Product Development, Machine Learning, Product Strategy, People Management, Management, Engineering Management",No,Yes,,https://mentorcruise.com/mentor/yanshi/?queryID=eca375cb7f5136ac0b291a6e3e1f5b1d&source=search
Ashley Mobley🇺🇸,Founder,Intelligence Resources,0,0,200,United States of America,My unique experience provides mentees a unique perspective to the challenges facing today’s organizations. I work with students and mentees on career ...,"Leaders, Career, Cyber Security, Information Security, Women In Tech, Artificial Intelligence",No,Yes,,https://mentorcruise.com/mentor/ashleymobley/?queryID=eca375cb7f5136ac0b291a6e3e1f5b1d&source=search
Neal Fultz🇺🇸,Research & Development,njnm,5,19,150,United States of America,"I'm a Software Developer since 2008, Data Scientist since 2014, with experience in predictive modeling applied to lending, consumer packaged goods, on...","Data Science, Statistics, Machine Learning, Software Development, R, Python",No,Yes,,https://mentorcruise.com/mentor/NealFultz/?queryID=eca375cb7f5136ac0b291a6e3e1f5b1d&source=search
Corey August🇺🇸,Growth Marketing Manager,Expedia Group,5,15,300,United States of America,"As a top mentor with a proven playbook, I’ve helped countless professionals worldwide pivot careers, secure promotions, and rediscover their direction...","Career Growth, Career Development, Career Transition, Career Coach, Digital Marketing Strategy, Consulting",No,Yes,,https://mentorcruise.com/mentor/coreyaugust/?queryID=eca375cb7f5136ac0b291a6e3e1f5b1d&source=search
Avinash Mahalingam🇨🇦,Product Management Leader,Ex-Amazon,5,13,110,Canada,"Throughout my seven years in Product Leadership at Royal Bank of Canada, Amazon and Vivint, I have mentored several product managers, and led cross fu...","Stakeholder Management, Product Management, Product Strategy, People Management, Sales, Product Marketing",No,Yes,,https://mentorcruise.com/mentor/avinashmahalingam/?queryID=eca375cb7f5136ac0b291a6e3e1f5b1d&source=search
Juliette Weiss🇺🇸,Product Design Leader,"Moderna, ex-Microsoft",5,34,120,United States of America,"👋 Hello, I'm Juliette! I am currently an Associate Design Director at Moderna focused on Individualized Cancer Treatments and Manufacturing. Prior to...","UX Design, AI Ethics, Design Leadership, Research, UI Design, Management",No,Yes,,https://mentorcruise.com/mentor/julietteweiss/?queryID=eca375cb7f5136ac0b291a6e3e1f5b1d&source=search
Phong Huynh🇨🇦,Staff Software Engineer,Square,5,21,270,Canada,"I am a seasoned Front End Software Engineer with over 10 years of experience at various tech companies, currently based in Toronto, Canada. I am curre...","JavaScript, Typescript, React, Frontend, Web Development, HTML",No,Yes,,https://mentorcruise.com/mentor/phonghuynh/?queryID=eca375cb7f5136ac0b291a6e3e1f5b1d&source=search
Michelle Shea🇺🇸,Senior UX Designer,Apple,5,15,240,United States of America,Hi there! I'm currently a Senior UX Designer at Apple. I've got 6+ years of design experience in both the consumer and enterprise space. I started my ...,"Product Design, UX Design, Interaction Design, Prototyping, UX Research, Portfolio",No,Yes,,https://mentorcruise.com/mentor/michelleshea/?queryID=eca375cb7f5136ac0b291a6e3e1f5b1d&source=search
Demian Gutierrez🇺🇸,Principal Software Developer Engineer,Ex-Amazon/AWS,5,15,200,United States of America,"I am a pragmatic software engineer with 20+ years of experience, passionate about simplicity, operational and engineering excellence, DevOps, distribu...","Distributed Systems, DevOps, Software Architecture, Cloud Computing, Operational Excellence, Engineering Excellence",No,Yes,,https://mentorcruise.com/mentor/demiangutierrez/?queryID=beba7c2005351fc324410b58c5755602&source=search
Andrea Knight🇺🇸,UX Researcher & Strategist,Ex-Google,5,13,150,United States of America,"I look forward to helping you reach your career goals: supporting you in the challenging situations you'll encounter as a UX professional, starting in...","UX Research, Qualitative Research, UX Strategy, Stakeholder Management, Product Strategy, People Management",No,Yes,,https://mentorcruise.com/mentor/andreaknight/?queryID=beba7c2005351fc324410b58c5755602&source=search
Takuya Kitazawa🇨🇦,Freelance Software Developer,"Self-employed, ex-Amazon",5,10,240,Canada,"Permanent resident of Canada 🇨🇦 from Japan 🇯🇵, currently spending most of my time in Malawi 🇲🇼 in Africa at the intersection of tech and society...","Machine Learning, Product Management, Data Science, Software Engineering, Product Development, Data Analytics",No,Yes,,https://mentorcruise.com/mentor/takuyakitazawa/?queryID=beba7c2005351fc324410b58c5755602&source=search
Walter Lee🇺🇸,Former Head of Product,Stessa,5,14,200,United States of America,"I've been working in San Francisco and Silicon Valley for the last 20 years. I was Head of Product at 3 startups, ranging from 3-guys-in-a-garage to a...","Product, Roadmap, Scrum, Agile, Prioritization, Interviewing",No,Yes,,https://mentorcruise.com/mentor/walterlee/?queryID=beba7c2005351fc324410b58c5755602&source=search
John Smith🇺🇸,UX Design Lead,"Apple | ex-Google, ex-Amazon",5,144,550,United States of America,"The UX job market is tough, but I’m here to help! 92.3% of my 200+ mentees land their next job or promotion within 6 months of mentorship. My mentorin...","Product Design, User Interface Design, UX/UI Design, Visual Design, UX & Design, UX Design",No,Yes,,https://mentorcruise.com/mentor/johnsmith/?queryID=beba7c2005351fc324410b58c5755602&source=search
Manson Ng🇺🇸,Prinicipal Software Engineer Manager,Microsoft,5,51,340,United States of America,"(Will be accepting new applications in Jan 2025) With 17+ years of experience in the industry, I have worked as a tester, a lead/manager, and as a dev...","C#, Software Engineer, DevOps, Software Architecture, Services, Cloud",No,Yes,,https://mentorcruise.com/mentor/mansonng/?queryID=beba7c2005351fc324410b58c5755602&source=search
